session_id_encoded,trajectory,Churn
464514,"[1, 1, 1, 1]",1
653575,[1],1
549346,"[2, 1]",1
571342,"[1, 2]",1
424980,"[1, 1]",1
605381,"[1, 1, 1, 1, 2, 1]",1
307174,"[1, 2, 1, 1, 2]",1
783450,[1],1
56797,"[1, 1, 1]",1
101825,[1],1
921201,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
389245,[1],1
442688,"[1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1]",1
126492,"[2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",1
962460,"[2, 1, 2, 1]",1
700865,"[2, 1, 2, 1]",1
552089,[1],1
559937,"[1, 1, 1, 1]",1
73207,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
213670,"[1, 2]",1
72032,"[1, 2]",1
861932,"[1, 1, 1, 1]",1
147644,"[1, 2, 1, 2]",1
427130,[1],1
495060,"[1, 2]",1
496265,"[1, 1, 1, 1]",1
435048,[1],1
350271,"[1, 1, 1, 1]",1
914082,"[1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2]",1
74156,"[2, 1]",1
192047,"[1, 2, 1, 1, 2]",1
572263,[1],1
349057,"[1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1]",1
805441,"[1, 2, 2, 1]",1
244358,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1]",1
408526,"[2, 1]",1
894453,[1],1
432755,"[2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",1
209894,"[1, 2]",1
712024,"[1, 1, 1, 1, 2, 1, 2, 1, 1]",1
341006,"[1, 1, 1, 1]",1
862874,"[1, 1, 1]",1
288552,"[1, 1, 1, 1, 1]",1
68775,"[2, 1]",1
810704,"[1, 2, 2, 1]",1
682795,[1],1
498516,"[2, 1]",1
763359,"[1, 1, 1, 1, 2, 3, 1, 1, 1, 1]",0
797123,"[1, 2]",1
350832,"[1, 2]",1
1029900,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
954916,"[1, 1, 1, 1]",1
379648,"[1, 2]",1
635110,"[1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1]",1
735621,"[1, 1]",1
346361,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1
77139,[1],1
883188,"[2, 1]",1
1036514,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",1
542636,"[1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]",1
428022,[1],1
4931,"[1, 1, 1, 1, 1, 2]",1
727470,"[1, 2]",1
518504,"[1, 2]",1
392524,[3],1
316021,[1],1
972334,"[1, 1, 1, 2, 1, 2, 1, 1]",1
120812,"[2, 1]",1
86447,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2]",1
406034,"[1, 1, 1, 2, 1, 1]",1
491746,"[1, 1]",1
883939,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1
889020,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1]",1
982170,"[2, 1]",1
979189,"[1, 2]",1
970510,"[1, 1, 1]",1
762526,"[2, 1, 1, 2, 1, 2, 2, 1]",1
755305,"[1, 1, 1]",1
159739,"[1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2]",1
111329,"[2, 1]",1
435398,"[1, 2, 2, 1, 1, 1]",1
434353,"[1, 1, 1, 2, 1, 1, 2, 2, 1]",1
1009577,"[2, 1, 1]",1
596203,"[2, 1]",1
34529,"[1, 1]",1
776723,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1
488071,"[2, 1]",1
696433,"[2, 1, 1, 2, 1, 2]",1
538597,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1
270798,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1
677113,"[1, 2, 1, 2]",1
777419,"[1, 2, 1]",1
818270,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1]",1
600980,"[1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1]",1
878332,"[1, 2]",1
757692,"[1, 1, 1, 1]",1
819278,[1],1
782571,[1],1
201339,"[1, 2]",1
754196,[1],1
573248,"[1, 1, 1, 1]",1
1010231,[1],1
576868,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2]",1
428773,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1]",1
366775,"[2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1]",1
817968,"[2, 1]",1
771122,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1]",1
360826,"[1, 2]",1
285082,"[1, 1, 1, 2, 1, 1]",1
983408,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1]",1
97639,"[1, 1, 1]",1
590764,"[1, 2]",1
587530,"[1, 1, 1, 1, 1, 1, 1, 1]",1
876970,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",1
447081,"[1, 2]",1
208502,"[2, 1, 2, 1, 1, 2]",1
916913,[1],1
595010,"[1, 2, 1]",1
239378,"[2, 1]",1
129890,"[1, 2, 1, 2, 2, 1]",1
375180,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
446165,"[1, 2]",1
15291,[1],1
788897,"[1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1]",1
794753,"[1, 2]",1
270715,"[2, 1, 1, 2, 3, 1, 1]",1
637059,"[1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1]",1
824638,[1],1
2755,"[1, 1]",1
230924,"[1, 1, 1]",1
771928,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",1
35249,"[1, 1, 1, 1]",1
904684,[1],1
839273,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",1
924281,"[2, 1, 3, 1, 1, 1, 1, 2, 1, 1]",1
961424,"[2, 1]",1
882782,"[1, 2, 2, 1, 1, 2]",1
463400,[1],1
188124,[1],1
969493,"[1, 1, 2, 1, 1, 2, 1, 1]",1
607550,"[1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",1
933014,"[2, 1]",1
389421,[1],1
490085,"[2, 1, 2, 1]",1
1021304,"[1, 2, 2, 1]",1
85089,"[2, 1, 1, 1, 1, 1]",1
876442,"[1, 2, 2, 1]",1
874554,"[1, 1, 1, 1, 1, 1, 1]",1
725720,[1],1
576196,[1],1
34166,"[1, 2, 3, 1]",0
763283,"[1, 1, 1, 1, 2, 1, 1, 1]",1
797993,[1],1
203009,"[1, 2, 1, 1, 1, 2, 1]",1
360624,[1],1
585811,"[1, 2]",1
631461,"[1, 1, 1]",1
910109,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
180981,[1],1
799487,[1],1
913736,"[1, 1, 1, 1]",1
292911,"[1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1]",1
1007148,"[1, 1, 1]",1
415651,"[1, 2]",1
820576,"[1, 1, 1, 1]",1
671330,"[1, 2]",1
477234,"[1, 1, 1, 1, 1]",1
250251,[1],1
250962,"[2, 1, 3, 1]",1
170300,"[1, 1, 1, 1, 1]",1
610113,"[2, 1]",1
78112,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",1
163294,"[1, 1, 1, 1]",1
172766,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1
173307,"[1, 1]",1
583929,"[1, 2, 1, 2, 1]",1
743466,"[2, 1, 1, 2, 1, 2]",1
751705,"[1, 2, 3]",1
401780,"[1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1]",1
340287,"[1, 2, 1]",1
499214,"[1, 1]",1
982054,"[1, 1, 1, 1]",1
932406,"[1, 1, 1]",1
729872,"[1, 2, 2, 1, 1]",1
19878,"[1, 2]",1
546376,"[2, 1]",1
905170,"[1, 2, 2, 1, 1, 2]",1
519013,"[2, 1]",1
681866,"[2, 1]",1
220164,"[1, 2]",1
1030106,"[1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1]",1
847698,"[2, 1, 3, 1, 1]",1
240642,"[1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2]",1
616226,"[1, 1, 1]",1
88907,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",1
729843,"[2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2]",1
645629,"[2, 1]",1
265299,"[2, 1, 1]",1
506096,"[1, 1, 2, 1, 1, 1, 1, 1, 2]",1
915412,"[2, 1]",1
548352,"[1, 2]",1
499820,[1],1
994252,[1],1
963425,"[1, 2]",1
922998,"[2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1]",1
399040,"[1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2]",1
426269,"[2, 1]",1
409961,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2]",1
906635,"[1, 1, 2, 1, 1, 2]",1
271400,"[1, 1]",1
714910,"[1, 2]",1
290768,"[1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1
795368,"[2, 1]",1
50970,[1],1
279277,"[2, 1, 1, 2, 1, 1, 1, 2, 1]",1
464984,[1],1
145338,"[1, 2, 1, 1, 1]",1
789989,"[1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1]",1
572634,"[1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",1
199021,[1],1
1038671,"[1, 1, 1, 2, 1]",1
1033689,"[1, 2, 1, 2, 1, 2]",1
556155,"[2, 1]",1
446302,"[1, 1]",1
632915,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1
902753,"[1, 2, 2, 1]",1
413280,"[1, 2, 2, 1, 1, 2, 1, 1]",1
896532,[1],1
714620,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",1
636441,"[1, 2]",1
386124,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1]",1
15362,[1],1
735259,"[1, 2]",1
52588,"[2, 1]",1
870386,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
328787,"[1, 2]",1
749868,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1]",1
282842,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1]",1
383736,"[1, 2]",1
403472,[1],1
208743,[1],1
613533,"[1, 1, 2, 1, 1]",1
548008,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",1
386616,[1],1
577444,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2]",1
474191,"[1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1]",1
33050,"[1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1]",0
756325,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1
665104,"[1, 1, 1]",1
75591,"[2, 1, 1, 1, 1, 1]",1
727503,"[1, 2, 2, 1]",1
1030113,"[1, 2]",1
632719,"[2, 1]",1
50745,"[1, 2, 1]",1
887129,"[1, 2]",1
71924,"[1, 1, 1, 1]",1
193223,"[1, 2, 1, 2, 1, 1]",1
617734,"[1, 2]",1
18722,"[2, 1]",1
146648,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1]",1
132473,"[2, 1]",1
212687,"[1, 2]",1
207584,"[1, 1, 1, 1, 1]",1
744637,"[2, 1]",1
45770,[1],1
91942,"[2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2]",1
407950,[1],1
6773,[1],1
967585,"[1, 1]",1
46067,"[1, 2, 1, 2, 1, 2, 2, 1]",1
547251,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",1
58234,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1
635145,"[1, 1, 1, 1]",1
252287,"[1, 2]",1
857889,"[2, 1]",1
1025898,"[1, 1, 1, 1, 2]",1
579240,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1
1012322,"[1, 2, 2, 1]",1
976148,"[2, 1, 1, 2, 1, 2]",1
947796,"[1, 1, 1]",1
413077,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1
969510,"[1, 2]",1
171482,[1],1
80304,"[2, 1]",1
204439,"[1, 1, 1, 1]",1
517330,"[1, 2]",1
315499,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1]",0
443375,"[1, 1, 1]",1
577584,"[2, 1, 2, 1, 3, 1]",1
629445,"[1, 1, 2, 1]",1
1008183,"[2, 1, 1, 2]",1
423586,"[1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0
19804,"[1, 1]",1
715937,"[1, 2, 1, 2, 1]",1
749289,"[1, 2]",1
567356,"[2, 1]",1
873076,"[1, 2]",1
705309,[1],1
418432,"[1, 2]",1
985413,"[2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2]",1
48551,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1]",1
1022283,"[1, 2]",1
470696,"[2, 1]",1
360594,"[2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1
141860,"[1, 2]",1
341039,[1],1
104283,[1],1
81359,"[1, 1, 1, 2, 1, 1, 1, 1, 1]",1
142145,"[1, 2, 1, 1]",1
489764,"[2, 1]",1
204023,"[1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 4, 1, 1, 1, 4, 1, 4, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1]",1
816399,[1],1
918134,[1],1
88922,"[1, 1, 1, 1]",1
741436,[1],1
385318,[1],1
91958,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2]",1
715591,"[1, 2, 1]",1
368253,"[1, 1, 1, 3, 4, 1, 4, 4, 4, 1, 4, 3, 4, 1, 4, 4, 4, 4, 1, 1, 1, 4, 1, 4, 4, 4, 1, 1, 1, 4, 1, 1, 4, 1, 4, 1, 4, 4, 4, 4, 4]",0
691949,"[1, 1]",1
364330,"[1, 1, 2, 2, 1]",1
678526,"[1, 1, 1, 2, 1]",1
771325,"[1, 2, 2, 1, 2, 1]",1
723406,"[1, 1, 1]",1
361848,[1],1
115574,"[1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1]",1
252562,"[1, 2, 1]",1
941755,"[1, 1, 1, 2, 1]",1
858015,"[1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1]",1
498162,[1],1
476433,"[2, 1]",1
599179,[1],1
600481,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2]",1
931794,"[2, 1]",1
796382,"[1, 1, 2]",1
566930,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
724487,[1],1
19375,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
57405,"[2, 1, 1]",1
107337,"[1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2]",1
648799,[1],1
332619,[1],1
813519,"[1, 1]",1
761851,"[1, 1, 1, 1, 1]",1
299745,"[1, 1, 1, 2]",1
396939,"[1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2]",1
413331,"[1, 1, 1, 1]",1
507840,"[2, 1]",1
289663,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1
192382,[1],1
193148,"[1, 2]",1
836321,"[1, 2, 1]",1
686444,"[1, 1, 1, 1, 1]",1
188971,"[1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1]",1
496005,"[1, 1, 1, 1, 1]",1
553305,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
404267,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1]",1
272416,"[2, 1, 2, 1]",1
461845,[1],1
555018,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",1
230968,"[2, 1]",1
909270,"[1, 1, 1]",1
266544,[1],1
26344,"[1, 1, 2, 1, 2, 1, 2]",1
842079,"[1, 1, 1, 1, 1, 1, 1]",1
422499,"[1, 1, 1, 1, 1, 1]",1
589565,"[1, 1, 1]",1
615556,"[1, 2]",1
778285,"[1, 1, 1]",1
950846,"[1, 2]",1
664360,"[2, 1, 1, 2]",1
1003131,"[1, 1, 2, 1, 1]",1
192098,[1],1
314495,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1]",1
216361,"[1, 2]",1
153615,"[1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1]",1
359957,"[2, 1, 1, 2, 1, 2, 2, 1, 1, 2]",1
719052,"[1, 2]",1
472197,"[1, 1, 1, 1, 1, 2]",1
780405,"[1, 1, 2]",1
255153,[1],1
532852,"[1, 2]",1
666223,"[1, 2, 1, 2, 1, 2, 1, 2]",1
254618,"[1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2]",1
143058,"[1, 2]",1
537012,"[2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1]",1
978055,"[2, 1]",1
352232,"[2, 1]",1
847092,"[2, 1]",1
71530,"[2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",1
504933,[1],1
895008,[1],1
495044,"[1, 2, 1]",1
140402,"[2, 1]",1
547684,"[1, 2, 2, 1, 2, 1, 2, 1]",1
958273,"[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2]",1
808228,"[1, 2, 1]",1
212332,"[1, 1, 1, 1, 1, 1]",1
620314,"[1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1]",0
1001555,"[1, 1, 2, 1]",1
214700,"[2, 1]",1
800802,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1
527300,"[1, 1, 1, 2, 1, 1, 2, 1]",1
50676,[1],1
922906,"[1, 2, 2, 1]",1
62121,"[1, 1, 1]",1
125611,"[1, 2]",1
926186,[1],1
953663,"[2, 1, 1, 2, 1]",1
457208,"[2, 1]",1
739295,"[1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 4, 1]",1
470813,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0
681550,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1]",1
834584,"[1, 1, 1, 1, 1, 1]",1
566866,[1],1
571116,"[2, 1]",1
798787,"[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1]",1
170857,"[2, 1]",1
70748,"[1, 1, 1, 1, 1, 1, 1]",1
311148,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1]",1
91144,"[1, 2, 1, 2, 1, 1]",1
890000,"[1, 1, 2, 1, 2]",1
295775,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1]",1
792526,"[1, 1, 1, 1, 1, 2, 1]",1
177102,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",1
449999,[1],1
364545,"[1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2]",1
326521,"[1, 1]",1
238836,"[1, 2]",1
985346,"[1, 2, 1, 1, 1, 2, 1]",1
820426,"[1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2]",1
197270,"[1, 1, 1, 1]",1
759649,"[2, 1]",1
137845,"[1, 2, 2, 1, 1]",1
837868,[1],1
841817,"[2, 1]",1
581020,"[2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2]",1
473202,"[1, 1, 1, 1, 1, 2, 1, 1]",1
238185,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1
438113,"[1, 2]",1
593288,"[1, 2]",1
939364,"[1, 2, 1, 1, 1, 2, 1]",1
382194,"[1, 1]",1
182012,"[1, 1, 1]",1
336407,"[2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2]",1
674948,"[2, 1, 2, 1, 2, 1]",1
536352,[1],1
449673,[1],1
